Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Congo, Dem. Rep.",COD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,15841902488,14122838070,17116978250,18009455807,17569984822,17745218854,18947543549,18760770287,19573617893,21399608887,21347167739,22629069018,22663269578,24507442349,25274668878,24015578137,22740590594,22913599552,21688800856,21782081843,22260179573,22783410453,22679135884,22999298082,24273706213,24387270979,25537669680,26220966411,26344304943,26010772703,24302304337,22255794774,19918934416,17236043073,16563837944,16679784616,16509121623,15581796569,15328724189,14674166079,13660045127,13373160544,13767369914,14535289345,15514731493,16466583722,17342767277,18428333938,19575662525,20134560220,21565720044,23048292323,24681701508,26775192727,29310880617,31338076170,32089995419,33285972750,35202556672
"Congo, Rep.",COG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1483222500,1607082358,1690687744,1622564856,1684494851,1746424761,1770158367,1807619734,1945565093,2092426564,2225472884,2398014594,2604664721,2819059596,3041357127,3276502598,3306524758,3010477445,3201936194,3516149389,4136278785,4865079627,6013126520,6365132712,6809172712,6728439017,6266765395,6278633185,6389530386,6555650286,6621207023,6779809261,6956894357,6888738831,6510335190,6769793165,7060249892,7016136593,7278368401,7090426418,7627595734,7917642834,8280418941,8347760613,8637981498,9307922524,9888364294,9731908345,10274192976,11041566540,12007880439,12418629884,12890534257,13334059546,14238097603,14614906845,14205686708,13765310420,13906481140
Colombia,COL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,37526930049,39436756947,41571030700,42937348906,45585270019,47226344933,49699463872,51754469194,54825122923,58170835538,61781962900,65464617627,70485195745,75223883711,79546065418,81394123587,85242737875,88787561780,96307780220,1.01488E+11,1.05636E+11,1.08042E+11,1.09066E+11,1.10783E+11,1.14495E+11,1.18053E+11,1.24928E+11,1.31635E+11,1.36985E+11,1.41662E+11,1.47728E+11,1.50685E+11,1.5678E+11,1.65223E+11,1.7483E+11,1.83926E+11,1.87707E+11,1.94146E+11,1.95252E+11,1.87044E+11,1.92515E+11,1.95745E+11,2.00646E+11,2.08508E+11,2.19628E+11,2.29965E+11,2.45555E+11,2.62372E+11,2.70918E+11,2.74183E+11,2.86104E+11,3.07168E+11,3.19157E+11,3.33733E+11,3.49512E+11,3.59844E+11,3.67355E+11,3.72319E+11,3.81885E+11
Comoros,COM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,431549613,448228699,476840557.8,499830957.4,520375509.2,532239866.7,542180043.2,551059782.2,565868849.3,547872768.3,575766266.2,544700007.7,591168266.1,608939146.6,576806749.3,597630663.6,589911134.5,613685459.8,621556072.7,633517351.9,702240545.3,718623164.8,735330757.2,750801172.4,765214000.7,786927314.3,807756929.9,814219327.5,846787872.5,873886042.2,907093130.3,944282560.4,974502179.3,1018353552,1039739042,1051343991,1086255761,1127704045,1166392911
Cabo Verde,CPV,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,193155976.6,209480674.5,215398566.5,235906125,244831092.3,265989607.4,273627380.4,285418158.6,302534271.4,319772521,321985896.5,326507051.3,362219240.8,393762420.2,469296454.8,535991160,596807529.5,663163133.2,746173157.1,829913547.9,948465609.7,969632085,1020546411,1063167076,1171578994,1252563900,1352565476,1557758964,1661358044,1640251720,1664310770,1730365372,1749086512,1763128136,1773904599,1791765400,1876082144,1945535441,2044320991
Costa Rica,CRI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,3873980069,3946782868,4161582239,4448686611,4611466204,4989169616,5336880763,5638421246,6116181839,6452070310,6936177813,7406347002,8012041403,8629682930,9108190218,9299468683,9812572857,10686330898,11356116652,11917009330,12006612775,11735064556,10880098349,11191594771,12089620412,12176859322,12851000798,13463291008,13925370998,14714379114,15237190327,15582412490,17015458557,18221432117,19039076427,19823771275,20069153159,21185990604,22660895766,23554495012,24457378062,25311055389,26144232855,27256794629,28438805919,29539636072,31677635985,34265032395,35858218735,35510197398,37268614024,38873811118,40738556706,41662925720,43127518615,44693794269,46591488249,48174285763,49443189208
Caribbean small states,CSS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,21139170675,22062441243,23394647775,24686087385,25846825119,26399190118,28458385820,28231756940,27267156865,26887725958,27180461474,28245253605,29896026938,31441194812,32188967658,32513887424,32941383750,32171244338,32482033667,32463391591,32900750058,33527492021,34288207219,35758787954,36103027624,36581152911,37346222402,38445410926,39480649583,40613357799,41981789838,43263860622,44561223518,46383058654,48153845089,49126059434,50919332440,53844484431,55979089655,58060503962,62013075547,64019490800,64848406993,62495754633,63277133287,63921233454,64733472101,65237414075,65559231641,66332967992,65237508844,65111221062,65932478308
Cuba,CUB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,19601031350,21283556246,22310846643,23077110112,23304302373,25512717358,26897537569,29240179372,31168861185,31508035528,29980071319,35882647994,39082746854,41197698258,44464558940,45174513258,45217566099,44131362144,45766667380,46077918811,44719281449,39937584136,35312571037,30058702910,30274202862,31018100930,33449532210,34380574866,34435290194,36566406042,38729221264,39962758543,40532156423,42069435823,44497068633,49481477379,55451844706,59478833619,61927474920,62826231727,64328000000,66130664082,68124437665,69996226460,70729490571,73868565770,74248073998,75591262047,77290916753
Curacao,CUW,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3656652108,3780978192,3818787897,3841700633,3907009612,3985149783,4021016218,4282382179,4479371758,4621037499,4604521856,4272974068,4156935677,4205532841,4257250535,4311714862,4426170539,4551569361,4692498792,4835120216,
Cyprus,CYP,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,3693173453,4441642776,5168384409,5570350512,6122125447,6474346304,6637305500,7036984722,7429801995,8080496207,8475029729,8788940617,9409901315,10223554577,11036063964,11853174085,11940828450,13063266207,13154709134,13930836802,15095798754,15284282116,15687923903,16646588890,17478578815,18521230280,19253293119,19970084847,20493957311,21524054090,22568617261,23632463211,24837262362,25743030624,25224241018,25732432719,25835732467,24945220734,23310540899,22876093066,23648089620,25243527774,26344455787,27414091210
Czech Republic,CZE,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4455E+11,1.2776E+11,1.27113E+11,1.27192E+11,1.30892E+11,1.39036E+11,1.44907E+11,1.44045E+11,1.43572E+11,1.45629E+11,1.51842E+11,1.56259E+11,1.58841E+11,1.64564E+11,1.72639E+11,1.83918E+11,1.96523E+11,2.07534E+11,2.131E+11,2.02866E+11,2.07478E+11,2.11166E+11,2.09477E+11,2.08464E+11,2.14124E+11,2.25493E+11,2.31018E+11,2.41074E+11,2.48204E+11
Germany,DEU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,1.53834E+12,1.58653E+12,1.65475E+12,1.73381E+12,1.74924E+12,1.73408E+12,1.8199E+12,1.88082E+12,1.9374E+12,2.01781E+12,2.04624E+12,2.05707E+12,2.04895E+12,2.08117E+12,2.13992E+12,2.18973E+12,2.23982E+12,2.27122E+12,2.35542E+12,2.4472E+12,2.5758E+12,2.70738E+12,2.75958E+12,2.73256E+12,2.79809E+12,2.84103E+12,2.86435E+12,2.91544E+12,2.97431E+12,3.03058E+12,3.11832E+12,3.17126E+12,3.16497E+12,3.14239E+12,3.17978E+12,3.20273E+12,3.3249E+12,3.42412E+12,3.45707E+12,3.26011E+12,3.39635E+12,3.52963E+12,3.54444E+12,3.55962E+12,3.63885E+12,3.70215E+12,3.78471E+12,3.878E+12,3.93724E+12
Djibouti,DJI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128611700,,,,,,,,
Dominica,DMA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,192329539.8,212592891.2,173562355.4,196790521.7,218101618.7,227104163.2,232909667.9,242684064.1,246132442.6,263542267.7,280165357.3,302064827.1,301487471,317824027.4,322103439.1,328642093.2,335747772.8,335861930.4,346039114.8,356783366.1,364580151.8,378338849.8,379681121.5,388563789.4,388319762.6,377334668.2,401308217.3,413550905.8,416264763.8,435657537.9,463338169.8,496331285,490525414.3,493824407.4,492719836.6,487502987.6,482629024.9,504096109.9,490530334.5,503070717.5,468864786.5,479482558.8
Denmark,DNK,GDP (constant 2010 US$),NY.GDP.MKTP.KD,94053807816,1.00053E+11,1.05723E+11,1.06397E+11,1.1626E+11,1.21555E+11,1.24887E+11,1.31794E+11,1.39113E+11,1.48168E+11,1.50534E+11,1.55057E+11,1.6115E+11,1.67746E+11,1.65863E+11,1.63447E+11,1.73131E+11,1.76369E+11,1.80295E+11,1.87271E+11,1.86367E+11,1.85125E+11,1.91946E+11,1.96929E+11,2.05134E+11,2.13347E+11,2.2381E+11,2.24379E+11,2.24348E+11,2.25796E+11,2.29127E+11,2.3232E+11,2.36866E+11,2.36892E+11,2.49524E+11,2.57078E+11,2.64534E+11,2.7316E+11,2.79219E+11,2.87451E+11,2.98221E+11,3.00676E+11,3.02078E+11,3.03256E+11,3.11348E+11,3.18623E+11,3.31091E+11,3.34101E+11,3.3239E+11,3.16081E+11,3.21995E+11,3.263E+11,3.27039E+11,3.30091E+11,3.35437E+11,3.43294E+11,3.54438E+11,3.61655E+11,3.70303E+11
Dominican Republic,DOM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,4360947062,4260067508,4986291480,5310545160,5669796377,4962101810,5630166688,5817512865,5831408604,6466533314,7645167834,8476309661,9357351195,10564053096,11198097306,11779642870,12572191689,13198511117,13481049622,14091929799,15214878835,15866055486,16135573540,16882319227,17093837125,16731014453,17320279644,19072635964,19483835001,20341228723,19231754564,19413329038,21591685632,23181808136,23784617273,25136875214,26639513654,29006506120,30954141508,32792832723,34321556630,35165700933,36746435552,36251936496,37183659943,40689423508,44422415833,47716760740,49248232211,49714196906,53860187453,55547854957,57057294537,59838954664,64057878435,68495179700,73056410886,76465737829,81804979066
Algeria,DZA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,27442489539,23708817726,19041727041,25575653613,27069121656,28749274484,27367880199,29954955668,33188964146,35987882516,39177365144,34737896148,44264406186,45952286030,49396372051,51888587766,56240357264,59197804811,64652785263,69487408405,70036780701,72137881382,76754708759,80899465353,85429832605,88590734066,88945097891,88322484406,87439254713,91286583809,92016877009,90912673948,92549104170,90605572280,89790125257,93202145338,97023431871,98090689561,1.03093E+11,1.06392E+11,1.10435E+11,1.13748E+11,1.20118E+11,1.28767E+11,1.34304E+11,1.42228E+11,1.44645E+11,1.49563E+11,1.53153E+11,1.55603E+11,1.61205E+11,1.6588E+11,1.7152E+11,1.76322E+11,1.83023E+11,1.89795E+11,1.95868E+11,1.98414E+11,2.01192E+11
East Asia & Pacific (excluding high income),EAP,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2.58497E+11,2.29427E+11,2.29119E+11,2.42321E+11,2.6626E+11,2.92576E+11,3.14736E+11,3.11779E+11,3.20083E+11,3.54462E+11,3.99619E+11,4.26724E+11,4.48524E+11,4.85845E+11,5.06716E+11,5.39423E+11,5.57761E+11,6.01023E+11,6.54439E+11,7.01148E+11,7.54579E+11,7.98454E+11,8.46553E+11,9.08733E+11,9.94448E+11,1.06612E+12,1.13997E+12,1.24015E+12,1.35837E+12,1.43893E+12,1.51675E+12,1.63714E+12,1.81329E+12,2.01071E+12,2.2248E+12,2.4412E+12,2.65944E+12,2.84637E+12,2.8961E+12,3.07307E+12,3.30368E+12,3.52525E+12,3.80215E+12,4.13378E+12,4.50316E+12,4.94064E+12,5.47323E+12,6.13841E+12,6.65603E+12,7.16818E+12,7.86899E+12,8.53536E+12,9.17625E+12,9.83704E+12,1.0502E+13,1.11856E+13,1.18987E+13,1.26687E+13,1.34662E+13
Early-demographic dividend,EAR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.11657E+12,1.16542E+12,1.21485E+12,1.27969E+12,1.3858E+12,1.46044E+12,1.51956E+12,1.60243E+12,1.71673E+12,1.82441E+12,1.98191E+12,2.09966E+12,2.24606E+12,2.41587E+12,2.57116E+12,2.62867E+12,2.82575E+12,2.93175E+12,2.96094E+12,3.06113E+12,3.1175E+12,3.23286E+12,3.23604E+12,3.24046E+12,3.30671E+12,3.33903E+12,3.4403E+12,3.54205E+12,3.67305E+12,3.74122E+12,3.96093E+12,4.15622E+12,4.32822E+12,4.47013E+12,4.60227E+12,4.73045E+12,4.9912E+12,5.22751E+12,5.33037E+12,5.41372E+12,5.65563E+12,5.71182E+12,5.80254E+12,6.08081E+12,6.489E+12,6.88598E+12,7.31042E+12,7.73934E+12,8.0072E+12,8.05778E+12,8.55482E+12,8.97972E+12,9.36006E+12,9.76242E+12,1.01535E+13,1.05795E+13,1.09985E+13,1.1449E+13,1.18517E+13
East Asia & Pacific,EAS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.3354E+12,1.41396E+12,1.50241E+12,1.62019E+12,1.79229E+12,1.91066E+12,2.08244E+12,2.26056E+12,2.49603E+12,2.78626E+12,2.87384E+12,3.02159E+12,3.24675E+12,3.49734E+12,3.51774E+12,3.63764E+12,3.79047E+12,3.98183E+12,4.20466E+12,4.44937E+12,4.60891E+12,4.8196E+12,5.00866E+12,5.21342E+12,5.51361E+12,5.81693E+12,6.08136E+12,6.43851E+12,6.91682E+12,7.26963E+12,7.64003E+12,7.97986E+12,8.25249E+12,8.51252E+12,8.87963E+12,9.33352E+12,9.80839E+12,1.01474E+13,1.0137E+13,1.04404E+13,1.09505E+13,1.12424E+13,1.16464E+13,1.21421E+13,1.27695E+13,1.34137E+13,1.41573E+13,1.50719E+13,1.56031E+13,1.58178E+13,1.69332E+13,1.77141E+13,1.85448E+13,1.94267E+13,2.02313E+13,2.10691E+13,2.1924E+13,2.29307E+13,2.38933E+13
Europe & Central Asia (excluding high income),ECA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47515E+12,2.44031E+12,2.3128E+12,2.07121E+12,1.95752E+12,1.75306E+12,1.73063E+12,1.73013E+12,1.77684E+12,1.74737E+12,1.78338E+12,1.92607E+12,1.97635E+12,2.0846E+12,2.22299E+12,2.40958E+12,2.58458E+12,2.79557E+12,3.01063E+12,3.14381E+12,2.95767E+12,3.10776E+12,3.29546E+12,3.41739E+12,3.55541E+12,3.63508E+12,3.66547E+12,3.7298E+12,3.88045E+12,3.99106E+12
Europe & Central Asia,ECS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,8.52591E+12,8.84444E+12,9.26128E+12,9.80616E+12,1.0033E+13,9.95749E+12,1.0409E+13,1.07058E+13,1.10373E+13,1.1444E+13,1.16226E+13,1.16824E+13,1.17929E+13,1.20183E+13,1.23385E+13,1.26797E+13,1.30306E+13,1.34262E+13,1.39881E+13,1.44854E+13,1.48223E+13,1.49027E+13,1.4803E+13,1.4668E+13,1.48149E+13,1.51359E+13,1.54007E+13,1.58557E+13,1.62673E+13,1.67413E+13,1.74577E+13,1.78565E+13,1.81588E+13,1.84914E+13,1.90923E+13,1.96226E+13,2.04027E+13,2.11533E+13,2.13718E+13,2.04236E+13,2.09606E+13,2.14635E+13,2.15264E+13,2.17205E+13,2.21184E+13,2.25713E+13,2.30092E+13,2.36438E+13,2.41493E+13
Ecuador,ECU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,10168767411,10689857241,11215707027,11451951118,12300225236,12703067759,12659937587,13244962664,13497867067,14128114603,15098988654,16049108549,16854395152,19205698245,21358370782,23701844117,25455113995,25863628384,27339620381,28360495038,29412295888,31063168090,31254158536,31148873036,31966616074,33224502867,34375659634,34286592743,36306233274,36671393361,38020869119,39652474795,40490851303,41289824101,43048048229,44017726512,44780002397,46718020342,48244078213,45957605226,46459371078,48325007475,50304775101,51674512422,55917517446,58876285669,61468918472,62815127109,66808366776,67186830557,69555367000,75028081292,79261137178,83181798259,86333447252,86418807383,85358980970,87380611574,88583953595
"Egypt, Arab Rep.",EGY,GDP (constant 2010 US$),NY.GDP.MKTP.KD,15403072209,16198042348,16825816386,18595571337,20735471115,21754420935,22852236841,23036257706,22666112880,23862774279,25198735286,26221135246,27022369396,27969997996,28406033084,30945290182,35054728616,38210721351,41507835712,43395483251,47739947867,51248143667,56325384963,59194829227,64963816821,68726200035,71986932153,74746013177,78828132516,82707161341,87394200284,88377738629,92330750433,95009072341,98783946377,1.0337E+11,1.08527E+11,1.14487E+11,1.20871E+11,1.28188E+11,1.36353E+11,1.41174E+11,1.44548E+11,1.49164E+11,1.55268E+11,1.62211E+11,1.73312E+11,1.85597E+11,1.98878E+11,2.08173E+11,2.18888E+11,2.22751E+11,2.2771E+11,2.32686E+11,2.39471E+11,2.49941E+11,2.60805E+11,2.7171E+11,2.86149E+11
Euro area,EMU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2.84634E+12,3.03342E+12,3.22807E+12,3.4244E+12,3.61444E+12,3.79614E+12,3.99696E+12,4.21057E+12,4.44792E+12,4.76113E+12,5.03788E+12,5.2292E+12,5.48631E+12,5.82513E+12,6.0125E+12,5.9673E+12,6.26735E+12,6.46058E+12,6.66282E+12,6.919E+12,7.0681E+12,7.10443E+12,7.15531E+12,7.25418E+12,7.42597E+12,7.59747E+12,7.78797E+12,7.98602E+12,8.33044E+12,8.67218E+12,8.98295E+12,9.21858E+12,9.34705E+12,9.28562E+12,9.51413E+12,9.74443E+12,9.91045E+12,1.01789E+13,1.04889E+13,1.0801E+13,1.12182E+13,1.14663E+13,1.1576E+13,1.16568E+13,1.19254E+13,1.21264E+13,1.25177E+13,1.28929E+13,1.29472E+13,1.23644E+13,1.26282E+13,1.28412E+13,1.27266E+13,1.26944E+13,1.28723E+13,1.31444E+13,1.33955E+13,1.3736E+13,1.3997E+13
Eritrea,ERI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1179433457,1338123428,1622092105,1668457645,1822937442,1967107820,2001976435,2002246306,1939336012,2109133320,2172521829,2114830168,2145531909,2200767545,2179437333,2210534026,1994276818,2071584990,2117039512,2300794306,,,,,,,
Spain,ESP,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2.24627E+11,2.5122E+11,2.76225E+11,3.02733E+11,3.18803E+11,3.38739E+11,3.63284E+11,3.79052E+11,4.04058E+11,4.40047E+11,4.58928E+11,4.80266E+11,5.19406E+11,5.5986E+11,5.91317E+11,5.94523E+11,6.14165E+11,6.31599E+11,6.40839E+11,6.41105E+11,6.55266E+11,6.54398E+11,6.62554E+11,6.74282E+11,6.86316E+11,7.02249E+11,7.25095E+11,7.65317E+11,8.04305E+11,8.43129E+11,8.75011E+11,8.97289E+11,9.05626E+11,8.96285E+11,9.17645E+11,9.42949E+11,9.68036E+11,1.00388E+12,1.04798E+12,1.09504E+12,1.15248E+12,1.19781E+12,1.23052E+12,1.26722E+12,1.30679E+12,1.35451E+12,1.41009E+12,1.46091E+12,1.47388E+12,1.41841E+12,1.42072E+12,1.40915E+12,1.36745E+12,1.34782E+12,1.36647E+12,1.41888E+12,1.46189E+12,1.50416E+12,1.53953E+12
Estonia,EST,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10068186392,9902824019,10351093351,10862020384,12279137662,12810860642,12759177076,14048685880,14888741496,15901531886,17104751831,18262308500,19995455779,21938765986,23600316181,22399309729,19166222787,19685033799,21149912286,21807724167,22101297097,22761534851,23181459034,23791494870,25159220825,26357091198
Ethiopia,ETH,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,8227603582,8302969571,8986719590,8730775888,7757787405,8507314752,9686371612,9735159432,9700011206,9964477334,9253264787,8450777235,9561448857,9866455689,10471023888,11772171512,12141100402,11721244258,12326311978,13074915712,14160304516,14374794289,14064103275,15972968197,17860775923,19795942246,22063798449,24444156129,26595865977,29933790334,33279878090,36157859259,39984181569,44085556179,48667131303,53258136694,58319714683,62291386041
European Union,EUU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,4.10604E+12,4.33335E+12,4.54911E+12,4.80292E+12,5.07777E+12,5.29485E+12,5.51714E+12,5.77555E+12,6.09324E+12,6.44686E+12,6.772E+12,7.01809E+12,7.34875E+12,7.79761E+12,7.97153E+12,7.91005E+12,8.27435E+12,8.50729E+12,8.78154E+12,9.11789E+12,9.25219E+12,9.28187E+12,9.37289E+12,9.54437E+12,9.77857E+12,1.00342E+13,1.03017E+13,1.06036E+13,1.10705E+13,1.14826E+13,1.1825E+13,1.20114E+13,1.21338E+13,1.21068E+13,1.24432E+13,1.27799E+13,1.30311E+13,1.34052E+13,1.38222E+13,1.42408E+13,1.47876E+13,1.51279E+13,1.53237E+13,1.55178E+13,1.59164E+13,1.6253E+13,1.68038E+13,1.73161E+13,1.74054E+13,1.66543E+13,1.70154E+13,1.73201E+13,1.72469E+13,1.72926E+13,1.75933E+13,1.80072E+13,1.83744E+13,1.88517E+13,1.92316E+13
Fragile and conflict affected situations,FCS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6489E+11,2.60491E+11,2.98867E+11,2.44748E+11,2.5961E+11,2.76556E+11,2.85485E+11,2.95982E+11,3.17042E+11,3.41333E+11,3.80767E+11,4.06888E+11,4.14275E+11,4.25963E+11,4.23355E+11,4.03304E+11,4.59879E+11,4.90332E+11,5.23971E+11,5.52462E+11,5.82946E+11,6.09915E+11,6.50133E+11,6.14899E+11,6.91027E+11,7.17591E+11,7.25414E+11,7.41596E+11,7.85306E+11,8.07025E+11,8.22918E+11
Finland,FIN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,53950253371,58052992362,59784100977,61748068260,64982856036,68428804488,70052498910,71571817739,73220324248,80244560670,84524731544,86516911992,93209415272,99719000501,1.02946E+11,1.04805E+11,1.05165E+11,1.05417E+11,1.08495E+11,1.16222E+11,1.22485E+11,1.24043E+11,1.27849E+11,1.3179E+11,1.36012E+11,1.40794E+11,1.44621E+11,1.49746E+11,1.57506E+11,1.65464E+11,1.66528E+11,1.56682E+11,1.51478E+11,1.50435E+11,1.56354E+11,1.62948E+11,1.68924E+11,1.79624E+11,1.89426E+11,1.97722E+11,2.09137E+11,2.14595E+11,2.18259E+11,2.22632E+11,2.3152E+11,2.37955E+11,2.47539E+11,2.60656E+11,2.627E+11,2.41488E+11,2.49181E+11,2.55529E+11,2.51959E+11,2.49686E+11,2.48775E+11,2.50169E+11,2.56744E+11,2.64578E+11,2.69E+11
Fiji,FJI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,697947700.1,722498582.8,748552619.7,796151373.9,834981911.4,812435170.8,812435170.8,920910120,993811405.5,1019614829,1149133556,1228297213,1320238658,1473556237,1511885644,1519901831,1561488826,1653679311,1684493995,1890420350,1860108274,1977852952,1859607286,1785964550,1935860992,1846550532,1989656499,1858040323,1875798634,2015332400,2132221734,2074651668,2201205459,2248091849,2362744524,2421813103,2538060142,2482222835,2514491743,2735766984,2689258989,2743044173,2830821562,2859129759,3010663628,3031738285,3087900748,3061633387,3093253760,3050380096,3140508836,3225464092,3270985530,3425841165,3617808685,3786536330,3881570269,4092174192,4236472822
France,FRA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,5.94143E+11,6.23732E+11,6.66417E+11,7.07959E+11,7.55053E+11,7.9176E+11,8.33342E+11,8.74352E+11,9.13622E+11,9.78576E+11,1.03835E+12,1.09356E+12,1.1429E+12,1.21541E+12,1.26768E+12,1.25551E+12,1.31021E+12,1.3556E+12,1.40953E+12,1.45957E+12,1.48262E+12,1.49847E+12,1.53601E+12,1.55507E+12,1.57861E+12,1.60422E+12,1.64172E+12,1.68378E+12,1.76364E+12,1.84025E+12,1.89406E+12,1.91391E+12,1.94452E+12,1.9323E+12,1.97787E+12,2.01954E+12,2.04807E+12,2.09592E+12,2.17114E+12,2.24542E+12,2.33352E+12,2.37981E+12,2.40684E+12,2.42665E+12,2.49532E+12,2.53682E+12,2.59896E+12,2.66197E+12,2.66876E+12,2.59208E+12,2.64261E+12,2.70055E+12,2.70901E+12,2.72462E+12,2.75068E+12,2.78129E+12,2.81176E+12,2.87531E+12,2.9249E+12
Faroe Islands,FRO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2320424601,,,,,,,,
"Micronesia, Fed. Sts.",FSM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,204059982.9,206508213.1,211771907.9,219239009.9,227440580.9,244333368.9,254126289.5,274813834.3,273344896.2,292518579.4,283209569.2,266044445,273628016.2,277388916.5,290797547.4,297100930.1,298726109.6,303422364.3,294076534.3,300081111.5,299837956.8,294332406.9,287243335.4,290383278.8,296944122,306412349.6,300692272.8,289627439.1,282949271.5,296026899,298691695.2,306703140.8,307352303.7
Gabon,GAB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2185116066,2507788728,2694599217,2858765931,2988967100,3238047761,3384019102,3523276660,3611668656,3903596599,4242403105,4677619824,5207920212,5738213230,8004066950,9540056595,12938733999,11310770691,8590620140,8631374495,8851728062,9302752754,9014598090,9520158447,10235017844,9996240064,9915910505,8215724304,9271063112,10063304195,10585814826,11232873126,10885760986,11315373531,11735485610,12319190798,12765767504,13498314144,13967763047,12720075460,12480560713,12747049817,12715305435,13001060310,13090708219,13441042188,13063808808,13848696553,13390522032,13407974049,14358584300,15376859682,16184310412,17096894962,17834619900,18526406863,18913875956,19004617597,19163459135
United Kingdom,GBR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,7.30143E+11,7.4969E+11,7.57958E+11,7.94904E+11,8.38891E+11,8.56862E+11,8.70341E+11,8.94593E+11,9.43269E+11,9.61418E+11,9.87473E+11,1.02188E+12,1.06584E+12,1.13521E+12,1.10725E+12,1.09086E+12,1.12259E+12,1.15002E+12,1.19834E+12,1.24318E+12,1.21797E+12,1.20858E+12,1.23287E+12,1.28492E+12,1.31417E+12,1.36931E+12,1.41231E+12,1.48718E+12,1.57281E+12,1.61321E+12,1.62514E+12,1.60746E+12,1.61342E+12,1.65419E+12,1.71861E+12,1.78E+12,1.82435E+12,1.89467E+12,1.96373E+12,2.03105E+12,2.10087E+12,2.16335E+12,2.21364E+12,2.28639E+12,2.34067E+12,2.41509E+12,2.48243E+12,2.54277E+12,2.53562E+12,2.42791E+12,2.47524E+12,2.51337E+12,2.55054E+12,2.60511E+12,2.67303E+12,2.736E+12,2.78848E+12,2.84124E+12,2.88061E+12
